,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020
Country/Territory,Code,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
Chile,CHL,1.542760015,0.277094334,6,94.02173615,83.1521759,98.91304016,1.392356157,0.257642776,7,91.19171143,80.31088257,96.89118958,1.410080791,0.222789511,7,90.7692337,82.56410217,95.38461304,1.447620273,0.201251253,8,89.2857132,82.65306091,97.44898224,1.459134459,0.174462035,8,90.81632996,82.65306091,96.93877411,1.402693033,0.178394347,9,88.66995239,80.29556274,95.56650543,1.357459426,0.15735437,9,89.21568298,79.41176605,96.5686264,1.47375226,0.180978909,10,92.15686035,84.80392456,98.03921509,1.505747557,0.183683217,10,92.23300934,85.92233276,97.57281494,1.518668413,0.186706111,9,92.71844482,86.40776825,98.05825043,1.462517262,0.178336248,9,92.34449768,84.21052551,97.12918854,1.438483834,0.17959702,9,91.38755798,83.25358582,97.60765839,1.459092498,0.168646023,10,91.4691925,84.8341217,95.73459625,1.538509488,0.181639954,10,92.41706085,86.7298584,98.10426331,1.491448998,0.181185991,10,91.94313049,86.25592041,96.6824646,1.494420648,0.186391965,10,91.82691956,85.57691956,95.67308044,1.345231652,0.178082272,10,88.94230652,80.28845978,92.30769348,1.37306428,0.182537243,10,89.90384674,83.17308044,92.30769348,1.350113392,0.177881345,10,88.94230652,81.7307663,92.78845978,1.335477352,0.178187147,10,87.9807663,81.7307663,92.78845978,1.223730803,0.177978337,10,84.13461304,76.44230652,91.34615326,1.052092791,0.191131279,9,81.7307663,73.07691956,89.42308044
China,CHN,-0.266652703,0.277094334,6,45.10869598,23.36956596,61.95652008,-0.30130434,0.257642776,7,38.34196854,22.79792786,56.99481964,-0.339289606,0.222789511,7,37.43589783,23.07692337,54.87179565,-0.51317203,0.201251253,8,34.18367386,20.40816307,46.42856979,-0.333369166,0.174462035,8,43.36734772,26.53061295,53.06122589,-0.308697462,0.178394347,9,44.3349762,27.58620644,54.67980194,-0.150019154,0.15735437,9,50,40.19607925,56.37254715,-0.201165199,0.180978909,10,48.03921509,33.33333206,54.90196228,-0.171556607,0.183683217,10,50.97087479,33.0097084,56.31068039,-0.154790536,0.178619787,10,50.97087479,36.40776825,55.3398056,-0.223831609,0.17134735,10,45.93301392,33.97129059,53.58851624,-0.234011024,0.170809135,10,44.49760818,33.97129059,53.11004639,-0.221428096,0.162224829,11,44.54976273,35.0710907,53.55450058,-0.240819559,0.175220251,11,44.07582855,32.22748947,53.55450058,-0.287980378,0.174903259,11,44.07582855,30.80568695,53.08057022,-0.282992572,0.180452913,11,43.75,31.25,53.84615326,-0.289438725,0.173743635,11,44.23077011,30.28846169,53.84615326,-0.264474809,0.178556845,11,44.23077011,29.32692337,53.84615326,-0.146760583,0.173534781,11,48.55769348,35.09615326,59.13461685,-0.186256304,0.17360577,11,47.11538315,34.61538315,58.65384674,-0.244580179,0.175286233,10,42.78845978,33.17307663,57.21154022,-0.080802105,0.188549653,9,50,38.46154022,60.09615326
Côte d'Ivoire,CIV,-0.398577005,0.311746508,4,36.41304398,19.56521797,59.23913193,-0.221826896,0.26926446,6,41.45077896,24.35233116,60.62176132,-0.512331903,0.2490924,6,30.76922989,14.8717947,49.23077011,-0.420151502,0.21119912,7,37.75510025,21.93877602,51.53061295,-0.784169674,0.181523129,7,21.4285717,14.28571415,34.18367386,-0.958226681,0.177058876,8,16.74876785,9.852216721,24.63054276,-0.896297872,0.160142511,8,20.09803963,11.76470566,26.96078491,-0.919775248,0.180182874,9,18.62745094,10.78431416,26.96078491,-0.845824897,0.180554211,8,20.87378693,12.13592243,30.58252335,-0.903241575,0.170774415,10,18.44660187,11.1650486,29.61165047,-0.970721483,0.163299605,10,17.70335007,8.133971214,25.83732033,-0.926046908,0.162987471,10,19.1387558,8.133971214,27.27272797,-0.86951226,0.162187949,10,21.80094719,11.37440777,29.38388634,-0.764885962,0.172869936,11,24.64455032,14.21800995,33.175354,-0.736384332,0.168572858,11,24.64455032,15.63981056,35.0710907,-0.594530284,0.172969714,11,30.28846169,20.19230843,42.30769348,-0.504150987,0.166688532,11,34.13461685,25,46.15384674,-0.364890575,0.169555023,11,39.90384674,26.92307663,51.92307663,-0.360639036,0.168447345,10,37.98077011,28.36538506,51.44230652,-0.202682525,0.16596441,10,45.67307663,34.61538315,57.21154022,-0.243362188,0.164067253,11,43.26922989,33.17307663,56.25,-0.275844634,0.181884155,10,41.82692337,30.76922989,52.88461685
Cameroon,CMR,-1.122349262,0.311746508,4,13.04347801,4.891304493,25,-0.618667662,0.26926446,6,25.3886013,13.4715023,43.00518036,-0.590095758,0.2490924,6,26.66666603,13.84615421,42.56410217,-0.873907864,0.21119912,7,20.40816307,10.71428585,32.65306091,-0.839056015,0.177444965,8,19.38775444,13.26530647,30.61224556,-0.691592932,0.177058876,8,24.63054276,15.27093601,38.91625595,-0.929634511,0.156504914,9,19.11764717,11.76470566,25.49019623,-0.848338783,0.174777448,10,21.07843208,12.74509811,29.90196037,-0.847793639,0.174263537,10,20.38834953,12.62135887,30.09708786,-0.827149928,0.170774415,10,20.38834953,14.56310654,32.03883362,-0.761582077,0.163299605,10,24.4019146,15.31100464,33.97129059,-0.744187593,0.162987471,10,24.88038254,17.70335007,35.40670013,-0.806949377,0.157279804,11,23.22274971,13.74407578,31.7535553,-0.928684175,0.172869936,11,21.32701492,10.42654037,27.96208572,-0.937469542,0.168572858,11,18.95734596,9.952606201,26.54028511,-0.884594798,0.172969714,11,19.71153831,10.09615421,29.80769157,-0.917098641,0.166688532,11,16.82692337,10.09615421,28.36538506,-0.789897799,0.169555023,11,23.07692337,12.01923084,31.25,-0.821311295,0.165877387,11,20.19230843,11.53846169,30.76922989,-0.798317015,0.163959354,11,20.19230843,12.01923084,31.73077011,-0.826720655,0.164067253,11,19.23077011,11.53846169,30.76922989,-0.81710726,0.181884155,10,19.71153831,11.05769253,33.65384674
"Congo, Rep.",COG,-1.227481484,0.346597582,3,10.86956501,2.173913002,24.45652199,-1.159650803,0.290748686,5,11.39896393,5.699481964,24.35233116,-1.205543637,0.27182433,5,11.28205109,6.666666508,20,-1.018046498,0.252809584,5,15.81632614,7.142857075,28.06122398,-1.066751599,0.214182511,5,14.79591846,6.122448921,22.44898033,-0.971538007,0.207305893,6,16.25615692,8.374383926,27.0935955,-1.314487457,0.160142511,8,9.313725471,3.921568632,16.1764698,-1.21275568,0.184148028,8,11.27450943,4.411764622,18.62745094,-1.203904033,0.182039201,8,10.67961121,4.368932247,18.93203926,-1.267692685,0.177270263,8,8.252427101,3.398058176,16.01941681,-1.287886381,0.165838227,9,6.698564529,4.306220055,15.31100464,-1.273730159,0.164887056,9,7.655502319,4.78468895,17.70335007,-1.264869571,0.164371431,9,8.530805588,4.739336491,18.48341179,-1.359337687,0.183134615,9,8.056872368,2.369668245,13.74407578,-1.333403587,0.178398743,9,8.056872368,2.843601942,15.63981056,-1.214695573,0.182201639,9,9.615385056,4.326922894,18.26922989,-1.195738792,0.177090228,9,10.09615421,4.807692528,17.78846169,-1.165628076,0.181022167,9,10.57692337,5.288461685,18.26922989,-1.327535391,0.177741319,9,7.692307472,3.365384579,12.98076916,-1.330902815,0.174607188,9,7.692307472,3.846153736,12.5,-1.299283385,0.174716845,9,8.17307663,4.326922894,11.53846169,-1.431044102,0.196105242,8,7.211538315,3.846153736,11.05769253
Cook Islands,COK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.388208121,0.920948744,1,66.15384674,12.82051277,98.46154022,0.382677555,0.911850154,1,65.30612183,12.24489784,98.97959137,0.31890744,0.587128162,1,64.79592133,25,86.73469543,0.259486496,0.708191514,1,63.05418777,17.73398972,88.66995239,0.560118258,0.890174866,1,66.1764679,19.6078434,100,0.590411723,0.783657253,1,67.64705658,23.03921509,99.50980377,0.144395724,0.673606277,1,57.28155518,16.9902916,86.40776825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.941825271,0.532606959,1,19.61722565,2.392344475,51.19617081,-1.236970901,0.489692271,1,8.133971214,1.91387558,35.88516617,-1.169228792,0.516697228,1,10.90047359,1.421800971,41.7061615,-1.139807224,0.562903404,1,11.84834099,1.421800971,45.0236969,-1.159103036,0.565547109,1,12.32227516,1.421800971,45.49763107,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Colombia,COL,-0.105487652,0.277094334,6,51.08695602,25.54347801,64.13043213,0.002286915,0.257642776,7,53.88600922,32.1243515,66.32124329,0.10262017,0.222789511,7,57.94871902,39.4871788,67.69230652,0.028216327,0.201251253,8,55.61224365,43.36734772,64.2857132,-0.087930128,0.174462035,8,52.04081726,40.81632614,58.67346954,-0.046554442,0.178394347,9,52.70935822,41.87192154,62.56157684,0.007986534,0.15735437,9,53.92156982,46.5686264,60.29411697,0.10174609,0.180978909,10,55.39215851,48.03921509,63.72549057,0.241371721,0.183683217,10,58.25242615,51.94174576,68.44660187,0.261974543,0.178619787,10,59.70873642,53.39805984,66.99028778,0.148284286,0.17134735,10,55.98086166,48.80382919,65.07176971,0.253474891,0.170809135,10,58.85167313,52.63158035,68.89952087,0.35923779,0.162224829,11,61.6113739,54.9763031,71.09004974,0.400676638,0.175220251,11,64.45497894,55.92417145,73.4597168,0.402892888,0.174903259,11,63.98104095,55.92417145,73.4597168,0.496234596,0.180452913,11,67.78845978,58.65384674,75.4807663,0.46542725,0.173743635,11,68.75,58.65384674,73.55769348,0.402009279,0.178556845,11,67.30769348,57.69230652,73.55769348,0.341135412,0.173534781,11,66.34615326,56.73077011,72.59615326,0.31767413,0.17360577,11,64.42308044,56.73077011,73.07691956,0.396563739,0.173519656,11,66.34615326,59.61538315,74.03845978,0.317109406,0.186354697,10,63.46154022,52.40384674,72.59615326
Comoros,COM,-1.131253242,0.386360377,1,12.5,2.717391253,28.80434799,-1.202751637,0.314870328,3,10.88082886,5.18134737,23.83419609,-1.237059712,0.29419136,3,10.2564106,5.128205299,20,-1.09550035,0.296202183,3,13.26530647,4.591836929,28.06122398,-1.365606427,0.240972623,3,7.65306139,2.551020384,17.34693909,-1.470374703,0.235058129,4,5.911330223,2.46305418,13.79310322,-1.505809426,0.190526232,4,4.90196085,1.960784316,11.76470566,-1.489534497,0.232948333,4,4.90196085,2.450980425,13.72549057,-1.449840426,0.238567591,4,5.339805603,2.427184582,16.01941681,-1.494796872,0.21457544,5,4.368932247,2.427184582,13.5922327,-1.548740864,0.217754081,5,4.78468895,2.392344475,9.569377899,-1.423613787,0.2169227,5,5.74162674,2.392344475,14.35406685,-1.36131227,0.215107188,5,7.109004974,2.369668245,17.06161118,-1.391063809,0.237245053,5,7.582938194,2.369668245,17.06161118,-1.201662302,0.230299443,5,10.42654037,3.791469097,23.22274971,-1.104208112,0.230827659,5,11.53846169,4.326922894,26.44230843,-1.029054999,0.222569644,5,13.46153831,5.288461685,28.36538506,-1.049556136,0.224580318,6,12.5,5.769230843,25.96153831,-1.035068274,0.223403677,6,13.46153831,5.769230843,27.40384674,-1.110248327,0.218211964,6,11.53846169,5.769230843,22.59615326,-1.118452191,0.222362444,6,11.05769253,5.769230843,22.11538506,-1.178480744,0.253969073,5,10.57692337,4.326922894,22.11538506
Cape Verde,CPV,-0.53226763,0.709236205,1,27.17391396,3.804347754,69.56521606,-0.157812461,0.369450152,3,46.11399078,21.76165771,67.35751343,0.027670357,0.343535125,3,55.38461685,28.71794891,71.28205109,-0.238613471,0.280681282,4,44.89796066,23.46938705,61.22449112,-0.185420632,0.23319757,4,48.46938705,28.5714283,58.67346954,-0.321418196,0.225632116,5,43.34975433,24.63054276,55.6650238,-0.321502417,0.186633453,5,44.11764526,26.96078491,53.4313736,-0.184426874,0.210006267,6,49.01960754,30.3921566,56.86274338,-0.184331208,0.21093294,6,50,31.06796074,57.28155518,-0.039944433,0.200845763,6,52.91262054,40.29126358,59.70873642,0.040308967,0.202280536,6,53.58851624,44.49760818,62.67942429,-0.03262677,0.198232874,7,52.1531105,39.71291733,59.33014297,0.073622726,0.196622252,7,54.50236893,42.65402985,62.55924225,0.056365997,0.208299056,7,54.02843475,42.65402985,63.98104095,-0.100720599,0.202236652,7,48.81516647,35.54502487,58.2938385,-0.183811575,0.206211999,7,48.07692337,32.21154022,56.25,-0.264603525,0.199145734,7,45.19230652,29.80769157,54.32692337,-0.296039879,0.206460252,7,42.78845978,27.40384674,53.84615326,-0.203807101,0.204409629,7,46.15384674,31.25,59.13461685,-0.240303904,0.20274429,7,43.26922989,30.28846169,58.65384674,-0.224615082,0.205586612,7,45.19230652,30.28846169,59.61538315,-0.066053241,0.22617431,7,50.48077011,36.05769348,62.98077011
Costa Rica,CRI,0.551819324,0.288139731,5,69.02173615,58.15217209,78.26087189,0.752992511,0.304611802,5,74.61139679,61.65803146,88.082901,0.570878267,0.245310619,6,70.7692337,58.9743576,81.0256424,0.394181818,0.213648245,7,65.81632996,57.1428566,73.46939087,0.600449324,0.18214412,7,68.36734772,63.26530457,76.02040863,0.515623212,0.184055597,8,66.99507141,62.06896591,74.87684631,0.58352226,0.161686733,8,66.66666412,61.27450943,72.54901886,0.381426007,0.191790685,8,63.23529434,54.90196228,71.5686264,0.418418527,0.195520267,8,64.56311035,55.82524109,71.8446579,0.457201898,0.189477548,8,64.07766724,55.3398056,73.78640747,0.421979964,0.182913631,8,65.07176971,55.50239182,73.68421173,0.465105504,0.182230815,8,66.50717926,55.98086166,75.5980835,0.449704558,0.190394461,7,66.35070801,55.45023727,75.82938385,0.571751058,0.199288547,8,70.61611176,58.76777267,77.25118256,0.583298206,0.198895618,8,69.66824341,59.24170685,77.72512054,0.514857173,0.193579718,9,68.2692337,58.65384674,75.4807663,0.525764585,0.185321286,9,69.71154022,59.61538315,76.44230652,0.407433659,0.19005923,9,67.78845978,57.21154022,75.4807663,0.346358687,0.184246406,9,66.82691956,56.73077011,73.07691956,0.488578111,0.205444142,8,68.75,60.57692337,77.40384674,0.497144371,0.183443934,9,68.75,62.01922989,74.5192337,0.449865669,0.200558037,8,66.34615326,57.21154022,74.03845978
Cuba,CUB,-1.100113869,0.311746508,4,13.58695698,4.891304493,25.54347801,-1.322110891,0.340723753,4,8.808290482,4.145077705,21.76165771,-1.232174039,0.315327704,4,10.76923084,4.615384579,22.05128288,-1.28534174,0.233963117,5,8.673469543,4.081632614,19.38775444,-1.424122095,0.195179254,5,6.122448921,2.551020384,14.28571415,-1.596838713,0.20012255,6,4.92610836,1.970443368,8.866994858,-1.314236641,0.170975253,6,9.8039217,3.431372643,16.1764698,-1.429787874,0.204830348,7,6.862745285,2.450980425,14.70588207,-1.556243181,0.212695122,7,4.368932247,2.427184582,10.19417477,-1.497100949,0.220256507,6,3.883495092,2.427184582,14.0776701,-1.603957176,0.205829725,6,3.82775116,2.392344475,7.177033424,-1.671379209,0.208630472,6,3.349282265,2.392344475,7.177033424,-1.626527071,0.208131015,6,3.317535639,1.895734549,8.056872368,-1.560555935,0.217640057,7,3.791469097,1.421800971,10.42654037,-1.583987951,0.215032905,7,3.791469097,1.421800971,9.952606201,-1.325052142,0.223908991,7,7.692307472,3.365384579,16.82692337,-1.223550439,0.21955277,7,7.692307472,4.326922894,21.15384674,-1.338703275,0.228855357,7,6.730769157,3.365384579,14.90384579,-1.328484178,0.220280856,7,7.211538315,3.365384579,14.90384579,-1.459465742,0.218330845,7,6.25,2.884615421,11.53846169,-1.486811042,0.215770915,7,5.769230843,2.884615421,9.615385056,-1.504454136,0.23643896,6,6.25,2.884615421,11.05769253
Cayman Islands,CYM,1.026670456,0.386360377,1,80.97826385,64.67391205,96.19565582,1.058704138,0.45139727,1,82.90155792,64.76683807,96.89118958,1.276004791,0.426612079,1,88.20513153,70.7692337,98.9743576,1.468842149,0.371455133,1,91.32653046,75.5102005,100,1.447286487,0.276046932,1,90.30612183,78.57142639,99.4897995,1.472530961,0.320425034,1,90.64039612,78.32512665,100,1.360657215,0.21331057,1,90.68627167,78.4313736,99.01960754,1.350138307,0.30546087,1,91.1764679,73.52941132,99.50980377,1.377706289,0.366224527,1,90.77669525,73.78640747,99.51456451,1.146508932,0.382017583,1,84.46601868,66.01941681,96.60194397,1.164975405,0.329430282,2,84.21052551,70.81340027,97.12918854,1.159170032,0.352457583,2,83.73205566,69.85646057,97.60765839,1.140771866,0.3557823,2,83.88625336,70.61611176,95.73459625,1.108562231,0.343007177,2,81.99052429,68.72038269,95.26066589,1.118896961,0.334647059,2,83.412323,68.72038269,94.78672791,0.852485299,0.353025466,2,76.44230652,61.53845978,90.38461304,0.815154195,0.336363614,2,75.96154022,61.53845978,89.90384674,0.787348509,0.359692156,2,75.96154022,61.05769348,89.90384674,0.755528629,0.350980103,2,75.96154022,61.05769348,88.46154022,0.975916386,0.365264326,2,81.25,65.86538696,91.82691956,0.982850254,0.359104156,2,78.84615326,65.86538696,92.30769348,1.054462552,0.373345315,2,82.21154022,65.86538696,94.71154022
Cyprus,CYP,1.261966825,0.311746508,4,86.95652008,72.28260803,97.28260803,1.207977772,0.340723753,4,86.52849579,72.53885651,96.3730545,1.137255549,0.315327704,4,84.10256195,72.30769348,94.35897064,1.236986399,0.260065317,4,85.20407867,75,94.89795685,1.214372516,0.216303214,4,85.7142868,75.5102005,91.83673096,1.228797317,0.223043725,5,86.20689392,77.33990479,93.59606171,1.22183609,0.17822285,5,84.80392456,76.47058868,91.66666412,1.277070045,0.226442084,5,87.7450943,76.96078491,96.07843018,1.331324697,0.247077554,5,87.86407471,78.1553421,97.08737946,1.367875576,0.255571902,5,88.34951782,78.64077759,97.57281494,1.362603664,0.234511808,6,88.51674652,78.94736481,97.12918854,1.423306108,0.246272534,6,90.43061829,81.8181839,98.56459045,1.23640573,0.248213336,6,86.25592041,75.82938385,94.78672791,1.130750775,0.263267726,6,83.88625336,74.40758514,93.3649292,0.917137325,0.259244949,6,78.1990509,67.77251434,89.09952545,1.098857999,0.232701287,7,82.69230652,74.03845978,90.86538696,1.062325358,0.228569686,7,80.7692337,73.07691956,91.34615326,1.052626014,0.238497317,7,82.69230652,73.55769348,91.34615326,1.032462239,0.242358193,7,81.25,73.07691956,89.90384674,0.872755647,0.243352219,7,78.36538696,68.2692337,86.53845978,1.012434125,0.243755922,7,80.7692337,72.59615326,90.38461304,1.002475023,0.258707732,6,80.7692337,72.11538696,90.86538696
Czech Republic,CZE,1.071839333,0.26696533,7,82.06521606,69.56521606,92.39130402,0.955173373,0.239062101,8,80.31088257,68.91191864,90.15544128,0.756192684,0.209313199,9,76.92308044,66.15384674,83.07691956,1.200827599,0.19173646,10,84.18367004,75.5102005,91.32653046,1.199912548,0.165509,10,84.18367004,76.02040863,90.81632996,1.069212914,0.17150113,10,79.31034851,73.89162445,87.68473053,1.110906005,0.158783555,9,80.39215851,72.54901886,90.68627167,1.108625889,0.180379957,10,83.33333588,73.03921509,91.1764679,1.023206115,0.173886538,11,81.55339813,71.8446579,86.89320374,1.155040145,0.176038116,11,84.95145416,75.72815704,91.74757385,1.311660886,0.19418481,9,87.08133698,79.9043045,94.73683929,1.299504995,0.198501229,9,86.12440491,79.42583466,94.73683929,1.201138139,0.186421305,10,85.30805969,77.72512054,92.41706085,1.059090376,0.201167956,10,81.04265594,74.40758514,90.0473938,1.085485697,0.198977694,10,81.5165863,74.40758514,90.0473938,1.005960822,0.206631735,10,80.7692337,73.07691956,89.42308044,1.098858237,0.197370857,10,82.21154022,74.5192337,91.34615326,0.986401021,0.202709854,9,80.7692337,73.07691956,87.5,1.235234499,0.196717829,9,86.05769348,79.32691956,91.34615326,1.275545359,0.197034985,9,87.0192337,80.7692337,91.82691956,1.245235443,0.195816159,9,86.53845978,76.44230652,92.30769348,1.241209149,0.207592547,8,86.53845978,76.44230652,92.78845978
Germany,DEU,1.481484294,0.277094334,6,90.76087189,80.97826385,98.91304016,1.285795093,0.278407753,6,88.60103607,76.165802,96.3730545,1.514804959,0.240149334,6,91.28205109,83.07691956,98.46154022,1.558397174,0.22957468,6,92.34693909,83.67346954,99.4897995,1.534464955,0.198039845,6,91.32653046,85.20407867,99.4897995,1.479607821,0.213179514,6,91.13300323,80.78817749,99.50739288,1.516365409,0.172469914,6,92.15686035,84.80392456,100,1.569093704,0.209208995,7,94.11764526,86.27451324,99.50980377,1.615169406,0.224388763,7,94.6601944,86.40776825,99.51456451,1.488769293,0.230637893,7,92.23300934,82.03883362,98.05825043,1.519109249,0.223882854,7,93.77990723,83.25358582,100,1.573053479,0.235663921,7,93.77990723,84.21052551,100,1.554824591,0.218745932,8,92.89099884,84.8341217,99.52606964,1.536132336,0.226116344,8,91.94313049,85.30805969,98.57820129,1.553043604,0.223259538,8,92.41706085,86.25592041,99.05213165,1.703042984,0.228570759,8,94.2307663,89.42308044,99.5192337,1.723077774,0.217816785,8,94.2307663,89.90384674,99.03845978,1.817015648,0.227054983,8,96.15384674,91.34615326,100,1.786195278,0.220250443,8,95.19230652,89.90384674,99.5192337,1.762925148,0.221451148,8,95.19230652,89.90384674,99.03845978,1.723189831,0.220567718,8,96.15384674,89.42308044,99.5192337,1.582714558,0.232497126,7,93.2692337,85.57691956,99.5192337
Djibouti,DJI,-1.002804399,0.358660489,2,16.30434799,4.891304493,33.69565201,-1.020682335,0.296470165,4,14.50777245,7.253886223,25.90673637,-0.706150651,0.276275367,4,22.56410217,12.30769253,40.5128212,-0.529780269,0.280681282,4,32.65306091,16.32653046,51.53061295,-0.715948105,0.23319757,4,22.44898033,14.28571415,42.8571434,-0.652937889,0.225632116,5,25.61576271,15.27093601,45.32019806,-0.784107864,0.186633453,5,23.03921509,14.21568584,36.27450943,-0.749221861,0.223636776,5,22.54901886,13.23529434,41.17647171,-0.696488738,0.225867137,5,23.30097008,16.01941681,41.74757385,-0.658729374,0.21457544,5,27.18446541,16.01941681,44.6601944,-0.613855124,0.202280536,6,28.7081337,18.66028786,44.49760818,-0.62647754,0.201679483,6,27.75119591,18.66028786,41.62679291,-0.536382735,0.200550094,6,32.70142365,21.80094719,45.97156525,-0.430198371,0.211643875,6,36.4928894,24.17061615,50.23696518,-0.522316337,0.204976961,6,32.22748947,22.27488136,46.91942978,-0.530921757,0.208925828,6,31.73077011,20.19230843,47.11538315,-0.699164391,0.20282279,6,27.88461494,12.5,40.86538315,-0.700020194,0.210503116,6,25.48077011,12.5,39.90384674,-0.639461696,0.209277838,6,28.36538506,14.90384579,41.34615326,-0.698782563,0.186335042,7,25,12.5,35.57692337,-0.771418869,0.187256455,7,20.67307663,11.53846169,34.61538315,-0.811457396,0.205903441,7,20.19230843,10.57692337,35.09615326
Dominica,DMA,1.026670456,0.386360377,1,80.97826385,64.67391205,96.19565582,0.470574647,0.376058012,2,67.8756485,47.15026093,84.97409058,0.509860873,0.3470622,2,68.71794891,51.79487228,82.56410217,0.741121292,0.32477203,2,73.46939087,61.22449112,85.7142868,0.856171846,0.253155231,2,75.5102005,66.83673096,86.73469543,0.63124764,0.261618644,3,69.45812988,61.08374405,78.81773376,0.785306036,0.200107723,3,71.5686264,62.74509811,80.39215851,0.886119604,0.265465915,3,76.96078491,64.21568298,88.23529053,0.743587732,0.287840575,3,72.8155365,58.73786545,86.40776825,0.597470999,0.267901182,3,68.44660187,55.82524109,81.06796265,0.585144401,0.274566233,3,69.37799072,55.50239182,80.38277435,0.484202236,0.276364535,3,67.94258118,53.11004639,78.94736481,0.300636798,0.266421199,3,60.1895752,48.3412323,75.82938385,0.32692644,0.283911377,3,60.1895752,46.91942978,74.8815155,0.310987025,0.287923306,3,60.66350555,47.39336395,74.8815155,0.273593694,0.288315326,3,62.01922989,46.63461685,74.03845978,0.232569695,0.246099144,4,60.57692337,48.55769348,72.59615326,0.199075118,0.255310893,4,61.53845978,45.67307663,72.59615326,0.129044741,0.25027889,4,59.13461685,41.82692337,72.11538696,0.076005407,0.250634938,4,57.69230652,38.94230652,68.2692337,0.100211821,0.252294242,4,59.13461685,40.38461685,70.19230652,0.195998073,0.270216286,4,59.13461685,41.82692337,73.07691956
Denmark,DNK,1.783265352,0.277094334,6,97.82608795,89.13043213,100,1.777701616,0.278407753,6,96.89118958,89.63730621,100,1.775640607,0.240149334,6,95.89743805,89.74359131,100,1.761256814,0.22957468,6,96.93877411,88.26530457,100,1.765266418,0.198039845,6,97.95918274,88.7755127,100,1.759091973,0.213179514,6,97.04433441,88.66995239,100,1.650685191,0.172469914,6,98.03921509,90.68627167,100,1.80342257,0.215488464,6,98.52941132,91.66666412,100,1.925144315,0.231928945,6,99.51456451,92.71844482,100,1.873555779,0.239089057,6,99.02912903,91.74757385,100,1.881789804,0.223882854,7,100,92.82296753,100,1.876393318,0.235663921,7,99.52153015,92.34449768,100,1.905198097,0.232564166,7,99.52606964,92.41706085,100,1.806774139,0.226116344,8,97.63033295,90.99526215,100,1.809969783,0.223259538,8,97.63033295,90.52132416,100,1.687075377,0.228570759,8,93.75,89.42308044,99.5192337,1.734574318,0.217816785,8,94.71154022,90.38461304,99.03845978,1.575407863,0.227054983,8,92.30769348,85.09615326,98.07691956,1.62428534,0.220250443,8,92.30769348,86.53845978,98.07691956,1.636301875,0.221451148,8,93.75,86.53845978,98.07691956,1.565141201,0.220567718,8,92.30769348,83.65384674,99.03845978,1.790884018,0.232497126,7,97.59615326,90.86538696,99.5192337
