,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020
Country/Territory,Code,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
"Egypt, Arab Rep.",EGY,-0.472254395,0.24490653,5,38.70967865,19.89247322,53.76343918,-0.456339091,0.188450798,7,38.65979385,28.35051537,51.54639053,-0.553568006,0.200473741,7,34.01015091,21.31979752,48.22335052,-0.409348905,0.183226034,7,42.42424393,29.79797935,53.53535461,-0.552832007,0.17956987,8,35.3535347,21.21212196,47.97979736,-0.647138596,0.164540365,10,29.26829338,17.56097603,42.43902588,-0.624449253,0.165553212,10,31.21951294,18.04878044,44.87804794,-0.747485101,0.152759895,12,25.36585426,17.07317162,37.56097412,-0.762017548,0.157365546,12,24.27184486,16.5048542,36.89320374,-0.779131889,0.155006975,12,23.78640747,15.04854393,35.43689346,-0.515469074,0.160073966,13,36.36363602,23.92344475,50.23923492,-0.631533802,0.157303199,13,30.95238113,19.52380943,42.38095093,-0.695482612,0.149804235,14,25.59241676,18.48341179,39.33649445,-0.598103166,0.134884909,16,33.175354,22.27488136,43.12796021,-0.631141067,0.133492038,16,31.7535553,21.32701492,41.7061615,-0.624787211,0.131552532,15,30.76922989,21.15384674,42.78845978,-0.638104677,0.13365227,15,30.76922989,19.23077011,42.30769348,-0.644593894,0.139753073,14,31.25,17.78846169,39.90384674,-0.536475956,0.125115767,15,35.57692337,23.55769157,43.75,-0.560443819,0.128506795,14,32.21154022,24.03846169,42.30769348,-0.669723809,0.136804551,13,27.88461494,18.75,36.53845978,-0.81367141,0.139289424,12,22.59615326,16.34615326,29.32692337
Eritrea,ERI,0.50568527,0.340506971,2,72.04301453,54.30107498,81.18279266,0.806569159,0.279505402,4,78.86598206,65.97937775,85.05154419,0.689078152,0.27326408,4,75.63452148,63.95939255,84.77157593,-0.03067616,0.284184515,4,56.56565475,36.86868668,71.21212006,-0.133529052,0.237964928,5,55.55555725,35.3535347,63.13131332,-0.224918202,0.209796995,7,51.21951294,33.658535,58.04878235,-0.356740594,0.212148353,7,44.87804794,28.29268265,56.09756088,-0.345125645,0.193064153,8,42.43902588,30.24390221,56.09756088,-0.438918501,0.192291215,8,38.34951401,24.27184486,54.36893082,-0.39304927,0.189385787,8,40.77669907,28.15534019,54.85437012,-0.494216919,0.195323348,8,37.32057571,22.00956917,53.58851624,-0.559532523,0.192029715,8,33.80952454,20,50.47618866,-0.629178464,0.189425871,8,30.33175278,18.48341179,47.86729813,-0.775419831,0.199047253,8,24.64455032,11.84834099,38.86256027,-0.901598692,0.200395122,9,20.37914658,9.004739761,34.59715652,-0.891284168,0.209113106,7,18.75,8.653845787,34.13461685,-1.301354289,0.19207564,8,7.692307472,0.961538434,14.42307663,-1.306542039,0.181663007,9,8.17307663,1.923076868,13.46153831,-1.201146722,0.177823767,9,10.57692337,3.846153736,15.86538506,-1.309949636,0.171721309,9,9.134614944,1.923076868,14.42307663,-1.394937873,0.172554493,9,7.211538315,1.923076868,12.01923084,-1.32643199,0.173941508,8,7.211538315,2.884615421,16.34615326
Spain,ESP,1.129211187,0.210325092,6,82.79570007,76.34408569,90.32257843,1.399344683,0.192217872,6,90.72164917,82.98969269,92.26804352,1.374993563,0.204564601,6,89.84771729,83.75634766,92.38578796,1.356099844,0.182866037,6,88.8888855,83.33333588,91.41413879,1.393117189,0.186369509,6,89.39393616,82.32323456,91.91918945,1.356589794,0.172966346,7,88.78048706,83.9024353,91.70731354,1.336209059,0.169866323,7,88.78048706,81.95121765,92.19512177,1.185721397,0.16012463,9,84.87805176,79.02439117,90.73170471,1.0866431,0.166314676,10,83.98058319,76.69902802,89.80582428,1.190226078,0.164259166,10,84.46601868,78.64077759,91.74757385,1.062199712,0.167682603,10,82.29665375,74.16268158,88.03827667,1.166376591,0.153663158,10,84.2857132,79.04762268,89.04762268,1.170283675,0.145494074,11,83.88625336,78.67298889,89.09952545,1.17782867,0.136343583,11,83.88625336,80.0947876,88.62559509,0.934117258,0.136864349,11,79.62084961,73.93364716,82.93838501,0.694679022,0.130598739,11,74.03845978,69.2307663,78.84615326,0.666949868,0.132151395,11,73.07691956,66.82691956,77.40384674,0.607171655,0.136519745,11,70.19230652,66.34615326,77.88461304,0.547520816,0.125624642,11,69.71154022,64.90384674,77.88461304,0.646320045,0.134990856,11,74.5192337,67.30769348,80.28845978,0.698955595,0.144004941,11,74.5192337,67.30769348,80.7692337,0.741152525,0.150135159,10,76.44230652,68.2692337,81.25
Estonia,EST,0.449222982,0.275613815,3,69.89247131,57.52688217,80.64516449,0.651992202,0.186794907,6,75.25772858,65.97937775,81.95876312,0.839367449,0.176595271,8,79.18782043,72.58882904,84.77157593,0.740039885,0.151585251,9,77.77777863,71.71717072,82.32323456,0.913715363,0.147485554,10,80.80808258,75.25252533,83.33333588,0.98388958,0.138307244,11,82.43902588,75.60975647,85.36585236,1.032414436,0.133662581,11,81.95121765,77.56097412,84.39024353,1.020036578,0.133082092,12,81.95121765,76.5853653,84.87805176,1.003259063,0.132816926,12,79.61164856,74.27184296,84.95145416,0.990575671,0.126942009,12,81.06796265,74.27184296,84.46601868,1.007584095,0.135894239,11,80.38277435,74.16268158,85.16746521,0.995462358,0.136040941,11,80.47618866,74.2857132,85.23809814,1.052555919,0.130371466,12,81.5165863,76.7772522,85.30805969,1.095688224,0.123410262,13,81.99052429,77.25118256,87.20378876,1.188729286,0.127234608,13,83.412323,80.56871796,89.57346344,1.303673863,0.12622796,13,88.46154022,82.21154022,90.86538696,1.294096947,0.127408996,13,88.46154022,82.69230652,90.38461304,1.272368193,0.132319346,12,88.94230652,81.25,90.38461304,1.245323777,0.121800177,12,87.0192337,81.7307663,89.42308044,1.505609512,0.13089332,12,90.38461304,87.5,92.30769348,1.561715364,0.140706554,12,91.34615326,88.94230652,93.75,1.612779975,0.137417883,12,92.30769348,88.94230652,94.71154022
Ethiopia,ETH,-0.930545986,0.262076586,4,18.81720352,3.225806475,36.55913925,-0.5713557,0.211729228,6,34.02061844,19.58762932,48.96907043,-0.450773627,0.220007792,6,38.07106781,25.3807106,54.82233429,-0.581034422,0.196194842,6,33.33333206,21.21212196,47.4747467,-0.658990324,0.17956987,8,30.80808067,15.15151501,44.44444275,-0.728138566,0.164540365,10,26.34146309,14.14634132,37.56097412,-0.770080328,0.162057608,11,23.4146347,15.60975647,38.04878235,-0.646135807,0.148302659,14,30.73170662,19.51219559,39.51219559,-0.628745317,0.153839439,14,31.06796074,19.41747665,41.26213455,-0.664216995,0.1540436,13,29.12621307,17.96116447,39.80582428,-0.701390207,0.160073966,13,26.31579018,18.18181801,39.71291733,-0.690810204,0.15549615,14,28.09523773,17.61904716,40.47618866,-0.657917559,0.146646902,15,28.4360199,19.43128014,40.28435898,-0.602604866,0.139271706,14,32.22748947,21.32701492,43.12796021,-0.494796813,0.136842385,15,37.91469193,26.06635094,48.81516647,-0.444209963,0.133595631,14,39.42307663,29.80769157,51.44230652,-0.450171053,0.135233805,14,40.86538315,27.88461494,50.96154022,-0.416918993,0.138057187,13,39.90384674,31.73077011,50.96154022,-0.558795571,0.127748936,13,33.65384674,22.59615326,43.75,-0.483375281,0.130677417,13,37.01922989,26.92307663,45.67307663,-0.406142384,0.138645425,13,38.94230652,28.84615326,49.51922989,-0.362394542,0.144367531,11,40.86538315,28.84615326,49.51922989
Finland,FIN,2.206872463,0.210325092,6,99.4623642,93.01074982,100,2.259065866,0.192217872,6,100,93.81443024,100,2.443091631,0.204564601,6,100,94.41624451,100,2.429387331,0.182866037,6,100,96.46464539,100,2.437770844,0.186369509,6,100,96.96969604,100,2.435114622,0.172966346,7,100,97.07317352,100,2.325073004,0.169866323,7,100,97.56097412,100,2.464972258,0.178095847,8,99.51219177,97.07317352,100,2.40054965,0.185966507,8,99.51456451,96.11650848,100,2.337259531,0.183535159,8,99.02912903,95.63106537,100,2.251192331,0.168366268,9,98.56459045,94.73683929,100,2.160414457,0.174564853,9,98.09523773,93.80952454,100,2.198668718,0.170019865,9,99.05213165,94.31279755,100,2.234686613,0.147757977,10,98.10426331,95.73459625,100,2.207643509,0.136864349,11,98.10426331,95.73459625,100,2.163503408,0.130598739,11,98.55769348,95.19230652,100,2.258835554,0.132151395,11,99.5192337,95.67308044,100,2.233330727,0.137863666,10,99.03845978,96.15384674,100,2.211038589,0.12666662,10,98.55769348,96.63461304,100,2.211138487,0.13643688,10,100,95.67308044,100,2.153199673,0.14521347,10,98.55769348,95.67308044,100,2.204168081,0.150135159,10,99.5192337,95.19230652,100
Fiji,FJI,0.659302592,0.340506971,2,73.65591431,59.67741776,84.40859985,0.502185822,0.295624465,3,70.10309601,55.1546402,81.95876312,0.313589692,0.288330913,3,64.974617,53.29949188,77.15736389,0.296194106,0.302814603,3,65.15151215,49.49494934,77.77777863,0.056585409,0.281416625,3,59.09090805,41.41414261,72.72727203,0.158494473,0.269421518,3,59.51219559,48.78048706,72.19512177,-0.301722944,0.256148696,3,48.29268265,25.85365868,58.04878235,0.008832237,0.259797752,4,57.56097412,39.02439117,69.75609589,-0.046587173,0.264468312,4,56.31068039,36.89320374,69.90291595,-0.048133511,0.262577593,4,56.31068039,37.86407852,67.4757309,-0.342416376,0.272386014,4,44.01913834,23.44497681,60.76554871,-0.459210575,0.259557933,5,40,19.52380943,56.66666794,-0.125844106,0.25616619,5,54.50236893,34.59715652,64.9289093,-0.110215165,0.256378949,5,56.39810562,35.54502487,65.87677765,-0.120989271,0.267241687,5,54.50236893,35.0710907,65.87677765,0.179365575,0.276690125,4,61.05769348,50,71.63461304,0.170082033,0.266958654,4,62.5,49.03845978,69.2307663,0.130379006,0.261010557,4,61.53845978,46.15384674,68.2692337,0.345074892,0.275528789,3,65.38461304,53.36538315,78.84615326,0.39711535,0.276792914,3,67.30769348,55.28845978,80.28845978,0.558968127,0.280632704,3,69.71154022,60.09615326,81.25,0.639148831,0.268093795,3,72.59615326,61.05769348,82.69230652
France,FRA,1.247409225,0.210325092,6,84.94623566,80.64516449,91.39785004,1.394022584,0.192217872,6,90.20618439,82.47422791,92.26804352,1.368256807,0.204564601,6,89.34010315,83.75634766,92.38578796,1.228348017,0.182866037,6,84.84848785,81.31313324,90.90908813,1.349143744,0.186369509,6,86.36363983,81.8181839,91.41413879,1.3304286,0.172966346,7,88.29268646,83.4146347,91.70731354,1.366184831,0.169866323,7,89.75609589,82.92682648,92.19512177,1.463726521,0.16012463,9,91.70731354,84.87805176,92.19512177,1.464608192,0.166314676,10,91.74757385,84.95145416,92.23300934,1.407428026,0.164259166,10,91.26213837,83.00971222,91.74757385,1.438242078,0.167682603,10,90.43061829,84.21052551,92.82296753,1.494890571,0.153663158,10,90.47618866,85.23809814,92.85713959,1.544728994,0.145494074,11,90.99526215,88.1516571,93.3649292,1.479511023,0.136343583,11,90.52132416,85.30805969,92.89099884,1.31160152,0.136864349,11,87.67772675,81.5165863,89.57346344,1.292919517,0.131668717,10,87.9807663,82.21154022,90.86538696,1.286498308,0.132467076,10,87.9807663,82.21154022,90.38461304,1.37006402,0.136519745,11,89.90384674,83.17308044,92.30769348,1.266991377,0.125624642,11,87.5,81.7307663,89.90384674,1.317642093,0.134990856,11,87.9807663,82.21154022,90.38461304,1.283251286,0.144004941,11,88.94230652,81.7307663,90.38461304,1.153109074,0.150135159,10,84.61538696,80.7692337,88.94230652
"Micronesia, Fed. Sts.",FSM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.19543615,0.565772235,1,50,12.3711338,76.80412292,-0.218862355,0.387985647,2,48.73096466,23.85786819,69.03553009,-0.315215588,0.436634243,2,45.45454407,12.62626266,69.69696808,-0.335261256,0.427872539,2,45.95959473,11.11111069,69.19191742,-0.043186709,0.293652147,3,55.12195206,35.60975647,69.75609589,-0.235934272,0.27058953,3,51.21951294,28.78048706,60.48780441,-0.25248915,0.311372429,3,48.29268265,23.90243912,63.4146347,-0.338530391,0.308710963,3,45.63106918,19.90291214,60.19417572,-0.31315589,0.310851514,3,46.11650467,20.38834953,62.13592148,-0.134980157,0.331113994,3,54.54545593,26.79425812,69.37799072,-0.149795905,0.328423679,3,54.2857132,28.09523773,68.57142639,-0.344533801,0.328185469,3,45.0236969,19.9052124,63.03317642,-0.148144677,0.326099426,3,54.02843475,28.4360199,67.77251434,-0.204447538,0.318601638,3,52.60663605,26.06635094,65.87677765,0.768641233,0.333539158,3,75.96154022,61.53845978,88.94230652,0.680738449,0.314819396,3,74.5192337,62.01922989,84.13461304,0.654652834,0.314297199,3,73.07691956,61.53845978,83.65384674,0.721300304,0.310900211,3,75.96154022,62.01922989,84.13461304,0.700719476,0.310184896,3,75.4807663,61.53845978,84.13461304,0.75070709,0.322975129,3,76.92308044,61.53845978,88.46154022,0.880557358,0.312642962,3,80.7692337,64.42308044,88.94230652
Gabon,GAB,-1.102376938,0.262076586,4,13.97849464,0.537634432,30.64516068,-0.962223291,0.211729228,6,18.55670166,3.092783451,31.95876312,-0.711517215,0.220007792,6,29.44162369,12.18274117,43.6548233,-0.590740681,0.196194842,6,32.8282814,20.20202065,47.4747467,-0.63199079,0.214922354,6,32.32323074,13.13131332,46.96969604,-0.846557617,0.19146055,7,21.95121956,10.73170757,34.63414764,-0.671062946,0.189500302,7,29.75609779,17.07317162,44.39024353,-0.972755313,0.171449721,9,18.04878044,6.829268456,28.78048706,-1.063235998,0.17583634,9,13.10679626,4.368932247,22.81553459,-1.078962803,0.174549997,9,13.5922327,3.883495092,21.84465981,-1.003023982,0.185098335,8,17.70335007,4.306220055,26.31579018,-0.867400587,0.18046765,8,20.47619057,10.95238113,32.38095093,-0.888626814,0.180353418,8,19.9052124,8.530805588,33.175354,-0.699806631,0.162116662,10,28.4360199,17.06161118,40.75829315,-0.657590449,0.162633777,11,29.38388634,18.95734596,43.12796021,-0.691603243,0.157730713,10,28.36538506,15.38461494,40.86538315,-0.714226544,0.153548315,11,26.44230843,14.90384579,38.94230652,-0.753174603,0.158810183,11,23.55769157,13.46153831,35.57692337,-0.820715487,0.146819219,11,19.71153831,12.5,31.25,-0.853909552,0.142418072,13,19.23077011,12.01923084,28.36538506,-0.932905853,0.147059619,14,17.78846169,11.05769253,26.92307663,-0.924422801,0.154664487,12,18.75,11.53846169,26.92307663
United Kingdom,GBR,1.980518937,0.210325092,6,95.16129303,91.39785004,100,2.109125614,0.192217872,6,96.39175415,92.26804352,100,2.139308214,0.204564601,6,95.93908691,92.38578796,100,2.055666208,0.182866037,6,94.94949341,91.91918945,98.98989868,2.03918314,0.186369509,6,95.45454407,91.91918945,98.48484802,1.933308005,0.172966346,7,94.63414764,91.70731354,98.04878235,1.901079059,0.169866323,7,94.63414764,92.19512177,98.04878235,1.79232657,0.16012463,9,92.68292999,91.70731354,96.0975647,1.742208004,0.166804433,9,92.71844482,91.74757385,96.11650848,1.682486892,0.164957702,9,92.23300934,91.26213837,94.6601944,1.632727146,0.168366268,9,91.86602783,88.03827667,94.25836945,1.61309433,0.153663158,10,92.38095093,88.57142639,93.80952454,1.621795416,0.145494074,11,92.41706085,89.09952545,94.31279755,1.673078537,0.136343583,11,92.89099884,89.57346344,94.78672791,1.726231456,0.136864349,11,93.3649292,89.57346344,95.73459625,1.750967383,0.130598739,11,93.2692337,91.34615326,95.67308044,1.872377753,0.132151395,11,93.75,92.30769348,96.15384674,1.895578265,0.136519745,11,94.2307663,92.30769348,97.59615326,1.860194921,0.125624642,11,95.19230652,92.30769348,97.11538696,1.844665647,0.134990856,11,94.2307663,91.34615326,96.63461304,1.78597486,0.144004941,11,93.75,90.38461304,96.63461304,1.692273974,0.160782173,8,94.2307663,89.42308044,95.19230652
Georgia,GEO,-1.527264118,0.340506971,2,1.075268865,0,17.74193573,-0.962855339,0.22849749,4,18.04123688,2.577319622,32.47422791,-1.008172512,0.220457584,5,15.22842598,3.553299427,31.47208214,-1.233964562,0.216497302,5,5.555555344,0,22.72727203,-0.695989192,0.195384324,6,28.28282738,11.61616135,42.92929459,-0.468715578,0.165710017,9,37.07316971,25.36585426,51.21951294,-0.215431377,0.158569261,9,51.70731735,40,57.56097412,0.044396598,0.15041557,12,58.53658676,50.24390411,64.87805176,-0.134558663,0.150508836,13,54.36893082,40.77669907,59.70873642,-0.108392961,0.141226426,13,54.36893082,43.20388412,60.67961121,-0.123984538,0.146171108,13,55.50239182,43.06220245,60.76554871,0.007971138,0.143811524,13,57.1428566,52.38095093,63.33333206,0.118400522,0.144721657,13,61.6113739,54.50236893,67.77251434,0.401055932,0.133964285,15,68.72038269,62.55924225,72.51184845,0.469280601,0.135844558,14,69.66824341,63.03317642,73.93364716,0.786067903,0.139987975,14,76.44230652,70.19230652,80.28845978,0.679906785,0.14112848,14,74.03845978,66.82691956,78.84615326,0.685409248,0.145602643,12,74.03845978,66.82691956,80.28845978,0.740762472,0.141571432,12,77.40384674,67.30769348,81.25,0.709499419,0.140031233,12,76.44230652,67.78845978,80.7692337,0.700719237,0.148341015,11,75,67.30769348,80.7692337,0.595919728,0.151126489,9,71.63461304,63.94230652,80.28845978
Ghana,GHA,-0.339949548,0.262076586,4,46.23656082,25.8064518,59.67741776,-0.258713692,0.211729228,6,46.90721512,31.95876312,58.76288605,-0.100997306,0.220007792,6,54.82233429,36.54822159,63.95939255,-0.328904122,0.189917699,7,44.44444275,32.32323074,57.57575607,-0.25448063,0.175846323,9,48.98989868,35.3535347,58.58585739,-0.253164649,0.155326024,11,50.24390411,35.60975647,56.09756088,-0.367138475,0.159962773,11,43.90243912,30.73170662,54.14634323,-0.021053741,0.155916467,13,56.5853653,46.341465,62.43902588,0.03904682,0.160246968,13,58.25242615,50.97087479,65.04854584,-0.07054238,0.149539903,14,55.3398056,45.63106918,61.65048599,-0.007212557,0.151387244,15,59.33014297,50.23923492,65.07176971,0.011538576,0.149600387,15,57.61904907,50.47618866,63.80952454,-0.025677131,0.142549157,16,57.34597015,51.18483353,63.03317642,-0.126676172,0.134884909,16,54.9763031,45.49763107,60.66350555,-0.096516907,0.133492038,16,55.45023727,45.97156525,61.6113739,-0.192118526,0.131552532,15,52.40384674,42.78845978,57.69230652,-0.18874681,0.13365227,15,52.88461685,42.30769348,57.69230652,-0.148911893,0.135453716,15,52.40384674,42.78845978,59.13461685,-0.232194811,0.125115767,15,49.03845978,41.82692337,56.25,-0.121455289,0.127296373,15,52.88461685,43.75,60.09615326,-0.098088808,0.135088354,15,52.40384674,43.26922989,60.57692337,-0.115510672,0.137327686,14,50.48077011,44.23077011,60.57692337
Guinea,GIN,-0.939941525,0.315914035,3,18.27956963,2.150537729,41.39785004,-0.978042841,0.270902723,5,17.01030922,1.030927777,35.051548,-0.947908401,0.265116602,5,17.76649666,3.045685291,35.02537918,-0.71739465,0.262114227,5,29.79797935,9.090909004,46.96969604,-0.817398667,0.227572516,6,22.72727203,8.080807686,40.40404129,-0.915750206,0.201361984,7,18.04878044,8.780488014,32.19512177,-1.050256968,0.201579437,7,14.63414669,3.414634228,25.85365868,-1.115178585,0.185286969,8,11.21951199,3.902439117,21.95121956,-1.279773712,0.186718702,8,6.796116352,0.970873773,17.96116447,-1.20396018,0.183271572,9,7.281553268,1.941747546,18.44660187,-1.078125119,0.188989744,9,13.39712906,3.349282265,24.4019146,-1.201795936,0.182497472,9,8.095237732,1.428571463,19.04761887,-1.100221157,0.172989771,10,13.27014256,3.317535639,21.32701492,-1.04162395,0.14886494,12,15.16587639,4.739336491,22.74881554,-1.039871931,0.150292978,13,13.74407578,6.161137581,21.80094719,-1.057504296,0.146089107,13,13.46153831,7.692307472,22.59615326,-0.989784122,0.143912971,14,14.42307663,10.09615421,24.03846169,-0.918813109,0.152330101,13,15.86538506,11.05769253,28.36538506,-1.012781501,0.133552819,14,14.42307663,10.09615421,21.15384674,-1.042320728,0.13655442,14,13.94230747,9.615385056,21.63461494,-0.911032021,0.147059619,14,18.26922989,11.53846169,27.40384674,-0.967804551,0.150295779,13,17.78846169,11.05769253,25.48077011
"Gambia, The",GMB,-0.374195218,0.315914035,3,43.54838562,19.35483932,60.75268936,-0.447056502,0.270902723,5,40.20618439,20.61855698,54.63917542,-0.387246013,0.265116602,5,42.1319809,25.3807106,58.88324738,-0.440916479,0.262114227,5,40.90909195,23.23232269,57.57575607,-0.287430495,0.221856415,6,46.96969604,30.80808067,60.10100937,-0.61130476,0.19917962,7,29.75609779,16.09756088,48.78048706,-0.705864549,0.198621586,7,28.29268265,15.60975647,43.4146347,-0.721863866,0.182512283,8,26.8292675,16.09756088,39.02439117,-0.728480995,0.188647494,8,27.18446541,15.04854393,38.83495331,-0.738227427,0.184864819,8,25.72815514,14.56310654,39.32038879,-0.573622286,0.188548014,8,33.97129059,20.09569359,49.28229523,-0.594705582,0.184954792,8,32.38095093,19.04761887,48.09523773,-0.50901556,0.183248341,8,37.44075775,22.27488136,52.60663605,-0.644625306,0.172101274,8,30.33175278,18.48341179,44.07582855,-0.696257234,0.17371051,9,27.48815155,16.11374474,41.7061615,-0.693808913,0.166184679,9,27.88461494,15.38461494,41.82692337,-0.770301163,0.163418949,9,23.07692337,13.46153831,36.53845978,-0.811904848,0.166971877,9,21.63461494,12.01923084,32.69230652,-0.62671262,0.146665022,10,29.80769157,17.78846169,42.78845978,-0.45654878,0.141318291,12,38.94230652,26.92307663,46.63461685,-0.300094277,0.153306454,12,44.71154022,32.21154022,54.32692337,-0.342827171,0.155725569,11,43.26922989,28.84615326,51.44230652
Guinea-Bissau,GNB,-1.194654822,0.315914035,3,8.064516068,0,30.64516068,-1.213370085,0.270902723,5,8.247422218,0.515463889,28.35051537,-1.103882551,0.265116602,5,12.18274117,1.015228391,30.45685196,-1.011044264,0.262114227,5,14.14141369,0,32.8282814,-1.148656607,0.257076293,5,9.595959663,0,27.27272797,-1.215099454,0.222618625,6,9.756097794,0.975609779,21.46341515,-1.152721643,0.21927017,6,12.68292713,0.975609779,22.43902397,-1.08782506,0.224245176,6,13.17073154,1.951219559,26.8292675,-1.19099009,0.23031269,6,7.766990185,0.970873773,20.87378693,-1.180870652,0.227409154,6,8.737864494,0.970873773,21.84465981,-1.195958138,0.239427909,6,8.133971214,0.478468895,22.96650696,-1.155730724,0.228097022,6,11.90476227,1.428571463,21.90476227,-1.156229377,0.224311545,6,11.84834099,1.421800971,22.74881554,-1.278820634,0.197396681,6,6.161137581,0,17.06161118,-1.32534945,0.204336673,7,4.739336491,0,16.11374474,-1.538526654,0.192747593,7,2.884615421,0,9.134614944,-1.482850432,0.189902648,7,2.403846264,0,10.57692337,-1.552117705,0.190449074,7,2.884615421,0,10.09615421,-1.558521628,0.169453621,7,2.884615421,0,8.653845787,-1.519403577,0.166089952,8,3.365384579,0,9.615385056,-1.453401804,0.179251716,8,5.288461685,0,11.53846169,-1.319100738,0.179085791,8,8.653845787,2.884615421,16.34615326
Equatorial Guinea,GNQ,-1.264369369,0.275613815,3,6.451612949,0,25.2688179,-1.307547569,0.215760961,5,3.608247519,0.515463889,18.55670166,-1.54649806,0.224597484,5,1.015228391,0,7.106598854,-1.426697612,0.204953477,5,1.010100961,0,10.60606098,-1.515183806,0.223611012,5,1.010100961,0,9.595959663,-1.662698627,0.199231282,6,0.48780489,0,6.341463566,-1.614473462,0.199293733,6,0.48780489,0,7.317073345,-1.585842967,0.214159846,6,0.975609779,0,7.317073345,-1.502981544,0.217047438,5,2.427184582,0,9.223300934,-1.465785384,0.217647389,5,2.91262126,0,12.13592243,-1.466522098,0.224398822,5,1.91387558,0,12.44019127,-1.469484925,0.21310088,6,1.90476191,0,12.85714245,-1.46308744,0.214835525,6,1.895734549,0,12.79620838,-1.523688316,0.221850932,6,0.473933637,0,10.90047359,-1.593452573,0.221989661,7,0,0,9.004739761,-1.772847056,0.227809027,6,0,0,4.326922894,-1.766220331,0.215246603,6,0,0,3.365384579,-1.805686593,0.218398765,6,0,0,4.807692528,-1.815811157,0.213836864,6,0,0,4.807692528,-1.705315351,0.19572103,7,0.961538434,0,7.692307472,-1.722102761,0.197884172,7,0.480769217,0,6.730769157,-1.685068011,0.187081665,7,0.961538434,0,6.730769157
Greece,GRC,0.33865419,0.210325092,6,64.51612854,56.98924637,74.73118591,0.787454188,0.192217872,6,78.35051727,69.07216644,83.50515747,0.659286261,0.204564601,6,75.12690735,65.48223114,83.75634766,0.424130976,0.182866037,6,71.21212006,61.11111069,77.27272797,0.388840795,0.186369509,6,70.20201874,60.10100937,75.75757599,0.464959532,0.172966346,7,71.70731354,60,75.60975647,0.358235359,0.169866323,7,65.36585236,58.04878235,71.70731354,0.363785923,0.16012463,9,68.29268646,59.51219559,73.17073059,0.26738295,0.166804433,9,64.56311035,57.28155518,72.33009338,0.13356024,0.164957702,9,61.16504669,53.88349533,67.96116638,0.067469649,0.168366268,9,59.80861282,52.63158035,67.94258118,-0.059137389,0.151885912,11,56.66666794,47.1428566,62.8571434,-0.093709432,0.149104804,11,55.45023727,45.49763107,62.08530807,-0.18349354,0.135258004,12,52.60663605,42.65402985,59.71564102,-0.06825842,0.13577576,12,56.87203979,47.39336395,62.55924225,-0.129975364,0.130598739,11,53.84615326,44.23077011,58.65384674,-0.087348633,0.132151395,11,55.76922989,46.63461685,60.57692337,-0.101608336,0.136519745,11,54.80769348,43.75,61.05769348,-0.079020903,0.125624642,11,54.80769348,45.67307663,60.09615326,-0.025208076,0.134990856,11,56.73077011,46.63461685,61.53845978,0.043117832,0.144004941,11,58.17307663,49.51922989,63.94230652,0.059867058,0.150135159,10,58.65384674,47.11538315,63.46154022
